,mineral_name,2v,art & architecture thesaurus id (p1014),babelnet id (p2581),birefringence,caption,class,cleavage,colour,commons category (p373),crystal system (p556),dana,dana 8th edition (p714),density,described by source (p1343),description,diaphaneity,dispersion,elhuyar zth id (p4746),encyclopædia britannica online id (p1417),encyclopædia universalis id (p3219),fluorescence,fracture,freebase id (p646),google knowledge graph id (p2671),gran enciclopèdia catalana id (p1296),gravity,great russian encyclopedia online id (p2924),habit,"ima number, broad sense (p484)",ima status and/or rank (p579),kbpedia id (p8408),kivid.info id (p7348),luster,microsoft academic id (p6366),mindat mineral id (p6263),mohs,mohs' hardness (p1088),molweight,name,named after (p138),"nickel-strunz '10th ed', review of (9th ed/ 2009 update) (p713)",nickel-strunz 9th edition (updated 2009) (p712),opticalprop,other,pleochroism,refractive,solid solution series with (p2155),solubility,space group (p690),store norske leksikon id (p4342),streak,streak color (p534),strunz,"strunz 8th edition (series id, updated) (p711)",subclass of (p279),symmetry,system,tenacity,twinning,type locality (geology) (p2695),unit cell,wolfram language entity code (p4839)
1517,zabuyelite,25°,,03109972n,δ = 0.1458,Zabuyelite crystals found in [[spodumene]],Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,{100} perfect; {011} good,,Zabuyelite,monoclinic crystal system (Q624543),,14.1.6.2,,,,,,,,,,,/m/0b5g9h,,,2.09,,,IMA1985-018,approved mineral and/or valid name (A) (Q13406835),,,,2780770108,19253,3,"{'amount': '+3', 'unit': '1'}",73.89 g/mol,Zabuyelite,Zabuye lake (Q1058308),5.AA.05,5.AA.05,Biaxial (–),,none,"n<sub>α</sub> = 1.4285, n<sub>β</sub> = 1.5672, n<sub>γ</sub> = 1.5743",,,space group C2/c (Q103888918),,White,white (Q23444),5.AA.05,V/B.01,"['carbonate and nitrate class of minerals (Q1073138)', 'lithium carbonate (Q410174)']",''C''2/c,[[Monoclinic]],Brittle,,Zabuye lake (Q1058308),,"Entity[""Mineral"", ""Diomignite""]"
1518,zaccagnaite,,,,,,,,,,hexagonal crystal system (Q663314),,16b.6.1.4,,,,,,,,,,,/m/0b5gcl,,,,,,IMA1997-019,approved mineral and/or valid name (A) (Q13406835),,,,2780633047,10810,,,,,Domenico Zaccagna (Q3713284),5.DA.45,5.DA.45,,,,,,,space group P6₃/mmc (Q15041650),,,,,V/E.02,quintinite mineral group (Q3777788),,,,,Carrara (Q13372),,
1519,zadovite,,,,,,Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2m),,,,trigonal crystal system (Q588274),,,,,,Transparent,,,,,,Irregular/uneven,,/g/11clyt4zgg,,,,,IMA2013-031,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,,,,,Zadovite,Alexander E. Zadov (Q16259784),,,,,,,,,space group R-3m (Q15040834),,White,,,,nabimusaite mineral group (Q29475900),''R'' {{overline|3}} m,[[Trigonal]],,,Gurim anticline (Q24500126),"a = 7.0966, c = 25.7284&nbsp;[Å]; Z&nbsp;=&nbsp;3",
1520,zaherite,,,,,,,,,Zaherite,triclinic crystal system (Q376927),,31.10.3.1,,,,,,,,,,,/m/0b5gh4,,,,,,IMA1977-002,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,Zaherite,Mohammed Abduz Zaher (Q24238553),7.DE.65,7.DE.65,,,,,,,"['triclinic-pedial (Q13364996)', 'space group P-1 (Q104519742)']",,,,,VI/D.06,sulfate class of minerals (Q764802),,,,,,,
1521,zairite,,,,δ = 0.0100-0.0200,"Zaïrite from Eta-Etu, Kivu, Democratic Republic of Congo (Zaïre), (field of view 6&nbsp;mm)",Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{Overline|3}} 2/m),None observed,,Zaïrite,trigonal crystal system (Q588274),,41.5.12.3,,,,Transparent to translucent,,,,,,"Irregular, uneven",/m/0dd9rr7,,,4.37,,,IMA1975-018,approved mineral and/or valid name (A) (Q13406835),,,"Vitreous, resinous",,,4.5,,646.86 g/mol,Zaïrite,Democratic Republic of the Congo (Q974),8.BL.13,8.BL.13,Uniaxial(-),Occurrence: Rare mineral in the weathering zone of quartz wolframite deposits,,nω = 1.820 - 1.830 nε = 1.810,,,space group R-3m (Q15040834),,White,white (Q23444),8.BL.13,VII/B.36,plumbogummite mineral group (Q3777783),''R'' {{overline|3}} m,[[Trigonal]],Brittle,,,"a = 7.015, c = 16.365&nbsp;[Å]; Z&nbsp;=&nbsp;3","Entity[""Mineral"", ""Zairite""]"
1522,zakharovite,,,,,,,,,Zakharovite,trigonal crystal system (Q588274),,78.1.17.1,,,,,,,,,,,/m/0b635m,,,,,,IMA1981-049,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,Zakharovite,Evgeii Evgen'evich Zakharov (Q24238566),9.EE.65,9.EE.65,,,,,,,"['space group P3m1 (Q15040812)', 'space group P31m (Q15040813)']",,,,,VIII/D.02,phyllosilicates (Q429681),,,,,"['Mount Yukspor (Q22855698)', 'Mount Karnasurt (Q23829145)']",,
1523,zanazziite,,,,,Brown crystallized zanazziite on the matrix,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,"Good on [100], distinct on [010]",,Zanazziite,monoclinic crystal system (Q624543),,42.7.7.3,,,,Transparent to translucent,r < v,,,,None,Brittle,/m/0b79sh,,,2.76,,"Bladed, columnar, prismatic",IMA1986-054,approved mineral and/or valid name (A) (Q13406835),,1580.0,Vitreous – pearly,2776738208,,5,,"1,044.11 g/mol",Zanazziite,Pier Francesco Zanazzi (Q14900572),8.DA.10,8.DA.10,Biaxial (+),,,n<sub>α</sub> = 1.606(2) n<sub>β</sub> = 1.610 n<sub>γ</sub> = 1.620,,,space group C2/c (Q103888918),,White,white (Q23444),8.DA.10,VII/D.01,roscherite mineral group (Q3777800),''C''2/c,[[Monoclinic]],,,Itinga (Q934924),,
1524,zaratite,,,,,Zaratite from [[Tasmania]],Carbonates,,,Zaratite,cubic crystal system (Q473227),,16b.4.1.1,,Raro é importante mineral de niquel (Q101001123),,,,,,,,,/m/09g6g6,,,,,,,questionable (Q) (Q13406891),,1075.0,,2776806800,,,,,Zaratite,Antonio Gil y Zárate (Q2667042),5.DA.15,5.DA.70,,,,,,,somevalue,,,,5.DA.70,V/E.05,carbonate and nitrate class of minerals (Q1073138),,Isometric (in part amorphous),,,,a = 6.16&nbsp;Å; Z&nbsp;=&nbsp;1,"Entity[""Mineral"", ""Zaratite""]"
1525,zektzerite,,,,,Zektzerite,Dipyramidal (mmm)  <br/>[[H-M symbol]]: (2/m 2/m 2/m),{100} and {010} perfect,,Zektzerite,orthorhombic crystal system (Q648961),,66.3.4.2,,,,Translucent to transparent,,,,,Light yellow,,/m/027fk3r,,,2.79,,Stout pseudohexagonal prisms,IMA1976-034,approved mineral and/or valid name (A) (Q13406835),,,Vitreous to pearly,2781187419,,6,,529.66 g/mol,Zektzerite,Jack Zektzer (Q15007948),9.DN.05,9.DN.05,Biaxial (-),,,n<sub>α</sub> = 1.582 n<sub>β</sub> = 1.584 n<sub>γ</sub> = 1.584,,,space group 64 (Q13400738),,White,white (Q23444),9.DN.05,VIII/F.30,tuhualite mineral group (Q3777843),''Cmca'',Orthorhombic,,,Washington pass (Q7972122),,"Entity[""Mineral"", ""Zektzerite""]"
1526,zellerite,Measured: 30°- 45°<br />Calculated: 48°,,,0.161,,[[H-M symbol]]: 2/''m'' 2/''m'' 2/''m'' <br />or ''mm''2,One,,Zellerite,orthorhombic crystal system (Q648961),15.3.1.1,15.3.1.1,3.25,,,"Transparent, translucent",Weak <br />r > v,,,,SW and LW <br />Green patches,,,/g/1239jnf_,,3.25,,Acicular,IMA1965-031,approved mineral and/or valid name (A) (Q13406835),,,Dull,,,2,,,,Howard D. Zeller (Q24239474),5.EC.10,5.EC.10,Biaxial (+),[[Image:Radioactive.svg|25px]] [[Radioactive]],,n<sub>α</sub> = 1.536 <br />n<sub>β</sub> = 1.559 <br />n<sub>γ</sub> = 1.697,,,"['space group 31 (Q13397397)', 'space group 59 (Q13400734)']",,White,,5.EC.10,V/F.02,carbonate and nitrate class of minerals (Q1073138),P''mmm'' or P''mn''2<sub>1</sub>,Orthorhombic,,,Fremont County (Q484142),"1,064.81",
1527,zemannite,,,,δ = 0.08,,Dipyramidal (6/m) <br/>[[H-M symbol]]: (6/m),None,,Zemannite,hexagonal crystal system (Q663314),,34.3.2.1,,,,Subtransparent,,,,,,,/m/0b__498,,,4.36,,"Hexagonal, prismatic",IMA1968-009,approved mineral and/or valid name (A) (Q13406835),,,Vitreous – adamantine,,,,,741.25 g/mol,'''Zemannite''',Josef Zemann (Q87323),4.JM.05,4.JM.05,Uniaxial,"Not radioactive, not fluorescent",,n<sub>ω</sub> = 1.85; n<sub>ε</sub> = 1.93,,,space group P6₃ (Q15040842),,White,white (Q23444),4.JM.05,IV/K.10,zemannite mineral group (Q3777870),''P''6<sub>3</sub>/m,[[Hexagonal crystal system|Hexagonal]],,,Moctezuma mine (Q26452588),,
1528,zeunerite,,,,δ = 0.028,,Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m),"{001} perfect, {100}, distinct",,Zeunerite,tetragonal crystal system (Q503601),40.02a.14.01,40.2a.14.1,,"Mittheilungen an Professor H.B. Geinitz, Freiberg, den 9. Februar 1872 (Q94609317)",,"Transparent, becoming translucent on dehydration",,,,,,,/m/0808z_m,,0269775,3.2 - 3.4,,"Crystals flat tabular on {001}, commonly subparallel to micaceous",,grandfathered mineral (G) (Q13406846),Zeunerite,,Vitreous,2780121543,,2.5,"{'amount': '+2.5', 'unit': '1'}",,Zeunerite,Gustav Zeuner (Q68225),8.EB.05,8.EB.05,Uniaxial (-),[[Image:Radioactive.svg|25px]] [[Radioactive]],Visible,nω = 1.610 - 1.613 nε = 1.582 - 1.585,,,space group P4/nnc (Q15027418),,pale green,,8.EB.05,VII/E.01,autunite mineral group (Q3777564),''P''4/nnc,[[Tetragonal]],,,Walpurgis Flacher vein (Q29035967),,"Entity[""Mineral"", ""Zeunerite""]"
1529,zhanghengite,,,,,"The rare intermetallide Zhanghengite, CuZn, discovered in meteorites, become available now from an old Vietnamese collection. The mineral has nice light-yellow gold-like color and is well visible by unequipped eye.",Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m),None,,Zhanghengite,cubic crystal system (Q473227),,1.1.6.2,,,,Opaque,,,,,Non-fluorescent,,/m/0b6r35,,,3.92,,,IMA1985-049,approved mineral and/or valid name (A) (Q13406835),,,Metallic,2777719315,,3.5,,,Zhanghengite,Zhang Heng (Q197206),1.AB.10a,1.AB.10a,,,,,,,space group Im-3m (Q15041897),,bronze,,1.AB.10a,I/A.04,zinc-brass family (Q13292766),''I''m {{overline|3}} m,[[Cubic crystal system|Isometric]],,,,a = 2.95&nbsp;Å; Z&nbsp;=&nbsp;1,"Entity[""Mineral"", ""Zhanghengite""]"
1530,zhangpeishanite,,,,0.004,,Ditetragonal Dipyramidal <br />[[H-M symbol]]: 4/mmm <br />(4/m 2/m 2/m),Perfect on {001},,,tetragonal crystal system (Q503601),9.2.11.3,9.2.11.3,4.54,,,Transparent,,,,,None,,,/g/122_s4pv,,4.54,,,IMA2006-045,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,,2.5,,,,Peishan Zhang (Q28962339),3.DC.25,3.DC.25,Uniaxial (-),,,n<sub>ω</sub> = 1.656(2) <br />n<sub>ε</sub> = 1.652(2),,Soluble in water,,,White,,3.DC.25,,matlockite mineral group (Q3777742),,Tetragonal,,P4/''nmm'',Bayan Obo mine (Q812094),111.00,
1531,zharchikhite,80° (calculated),,03126225n,δ = 0.035,,[[Halide mineral]],Perfect (010),,,monoclinic crystal system (Q624543),,10.2.8.1,,,,Transparent,,,,,,,/m/0bbvch,,,2.81,,"Elongated prismatic cryatals, massive, drusy coatings",IMA1986-059,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,,4.5,,,Zharchikhite,Zharchikha molybdenum deposit (Q29018304),3.AC.05,3.AC.05,Biaxial (-),,,nα = 1.532 nβ = 1.552 nγ = 1.567,,,space group P2₁/a (Q102054162),,,,3.AC.05,III/D.04,halide class of minerals (Q729283),,"[[Monoclinic]], pseudo-orthorhombic",Very brittle,,Zharchikha molybdenum deposit (Q29018304),,
1532,zhemchuzhnikovite,,,,,,,,,,trigonal crystal system (Q588274),,50.1.7.2,,,,,,,,,,,/m/0b6r7q,,,,,,IMA1967 s.p.,approved mineral and/or valid name (A) (Q13406835),,,,,,,"{'amount': '+2', 'unit': '1'}",,,Yuri Zhemchuzhnikov (Q12104422),10.AB.35,10.AB.35,,,,,,,,,,,,IX/A.01,oxalate mineral group (Q13323213),,,,,,,
1533,ziesite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,None,,,monoclinic crystal system (Q624543),,38.5.5.2,,,,Opaque,,,,,,,/m/0b7xkk,,,3.86,,Anhedral crystals and incrustations,IMA1979-055,approved mineral and/or valid name (A) (Q13406835),,,Metallic,2779505801,,,,,Ziesite,Emanuel George Zies (Q24457361),8.FA.10,8.FA.10,Biaxial,,,2.055,,,space group C2/c (Q103888918),,Red brown,,8.FA.10,VII/A.20,vanadate mineral (Q18716363),''A''2/a,[[Monoclinic]],,,Izalco (Q1049619),"a = 7.68&nbsp;[[Ångström|Å]], b = 8&nbsp;Å <br/>c = 10.09&nbsp;Å; β = 110.27°; Z&nbsp;=&nbsp;2",
1534,zigrasite,,,,,,{{overline|1}} - Pinacoidal,"Imperfect cleavage in two directions, parallel to (010) and (001)",,,triclinic crystal system (Q376927),40.1.5.2,,2.76-2.66,,,Opaque,,,,,,Hackly,,/g/11c575czbq,,2.76,,Subhedral blocky,IMA2008-046,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,,3,,,Zigrasite,James Zigras (Q28976304),8.CE.75,8.CE.75,Uniaxial (−),,,"α 1.597(1), β 1.622 (1), γ 1.635 (1)",,,,,white,,8.CE.75,,phosphate class of minerals (Q3092395),P {{overline|1}},[[Trigonal crystal system|Triclinic]],Brittle,,Dunton Gem quarry (Q28976308),"a = 5.3049(2) Å, b = 9.3372(4) Å, c = 9.6282(4) Å
α = 97.348(1)°, β = 91.534(1)°, γ = 90.512(1)°",
1535,zimbabweite,,,,,Zimbabweite found at its only known locality worldwide,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),,,Zimbabweite,orthorhombic crystal system (Q648961),,8.7.10.1,,,,,,,,,,,/m/0b8f1v,,,,,,IMA1984-034,approved mineral and/or valid name (A) (Q13406835),,,Adamantine,,,,,,Zimbabweite,Zimbabwe (Q954),4.JA.40,4.JA.40,,,,,,,space group 64 (Q13400738),,,,4.JA.40,IV/J.04,"arsenite ""subclass""; [5,6] vanadates; iodates (Q2624432)",''Ccmb'',[[Orthorhombic]],,,,"a = 12.23&nbsp;[[Ångström|Å]], b = 15.29&nbsp;Å <br/>c = 8.66&nbsp;Å, Z&nbsp;=&nbsp;4",
1536,zincite,,,,δ = 0.016,Crystal blades of zincite,Dihexagonal pyramidal (6mm) <br/>[[H-M symbol]]: (6mm),"On {10 {{overline|1}} 0}, perfect; parting on {000 {{overline|1}} }",,Zincite,hexagonal crystal system (Q663314),04.02.02.01,4.2.2.1,,"['Armenian Soviet Encyclopedia (Q2657718)', 'Handbuch der Bestimmenden Mineralogie (Q36923334)']",,"Translucent, transparent in thin fragments",,,science/zincite,,,Conchoidal,/m/031vgw,,0152101,5.64–5.68,,"Disseminated – occurs in small, distinct particles dispersed in matrix.",,grandfathered mineral (G) (Q13406846),Zincite,328.0,Subadamantine to resinous,2779128731,,4,"{'amount': '+4', 'unit': '1'}",,'''Zincite''',zinc (Q758),4.AB.20,4.AB.20,Uniaxial (+),,,"n<sub>ω</sub> = 2.013, n<sub>ε</sub> = 2.029",,,space group P6₃mc (Q15041640),sinkitt,Yellowish orange,,4.AB.20,IV/A.03,oxide class of minerals (Q945532),''P6''<sub>3</sub>mc,[[Hexagonal crystal system|Hexagonal]],Brittle,On {0001},"['Sterling Hill (Q17088970)', 'Franklin (Q1085963)']",,
1537,zinclipscombite,,,,0.0400,"Zinclipscombite: Pale green balls and crystal clusters.  Silver Coin Mine, Valmy, Iron Point District, Humboldt Co., Nevada, US",Trapezohedral (422) <br/>[[H-M symbol]]: (4 2 2),None,,,tetragonal crystal system (Q503601),41.10.02.02,41.10.2.2,,,,Translucent,,,,,,Brittle,/m/0h56frv,,,3.65,,,IMA2006-008,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,,5,,386.04&nbsp;g/mol,Zinclipscombite,"['zinc (Q758)', 'lipscombite (Q6557024)']",8.BB.90,8.BB.90,Uniaxial,,,"n<sub>ω</sub>=1.755, n<sub>ε</sub>=1.795",,,"['space group P4₁2₁2 (Q13400823)', 'space group P4₃2₁2 (Q13400827)']",,Light green to tan,,8.BB.90,VII/B.08,phosphate class of minerals (Q3092395),''P''4<sub>3</sub>2<sub>1</sub>2,[[Tetragonal]],,,Silver Coin mine (Q23901503),"a = 7.242, c = 13.125&nbsp;[Å]; Z&nbsp;=&nbsp;4",
1538,zincmelanterite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,,,,monoclinic crystal system (Q624543),,29.6.10.3,,Some minerals of the melanterite and chalcanthite groups with optical data on the hydrous sulphates of manganese and cobalt (Q58252102),,,,,,,,,/m/0b909r,,,,,,IMA2007 s.p.,"approved mineral, renamed (Rn) (Q13406860)",,,Vitreous,,,,,,Zincmelanterite,"['zinc (Q758)', 'melanterite (Q410267)']",7.CB.35,7.CB.35,,,,,,,,,,,7.CB.35,VI/C.06,melanterite mineral group (Q3777745),''P''2<sub>1</sub>/c,[[Monoclinic]],,,Good Hope mine (Q24087877),,
1539,zincoberaunite,Measured: 80°,,,δ = 0.025,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,,,,monoclinic crystal system (Q624543),,,,,,Translucent,,,,,,,,/g/11c265rgm3,,2.94,,"Fiber, capillary or prismatic microcrystals",IMA2015-117,approved mineral and/or valid name (A) (Q13406835),,,"VSilky, vitreous",,,3-4,,,Zincoberaunite,"['beraunite (Q2251934)', 'zinc (Q758)']",,,Biaxial (+),,,n<sub>α</sub> = 1.745 n<sub>β</sub> = 1.760 n<sub>γ</sub> = 1.770,,,space group C2/c (Q103888918),,,,,,beraunite mineral group (Q54310613),''C2/c'',[[Monoclinic]],,,"Cornelia shaft, Hagendorf South open cut (Q23892495)","a = 20.837(2)&nbsp;Å, b = 5.1624(4)&nbsp;Å, c = 19.250(1)&nbsp;Å; β = 93.252(5)°",
1540,zincobotryogen,,,,,,,,,,monoclinic crystal system (Q624543),,31.9.6.2,,,,,,,,,,,/m/0b90cv,,,2.201,,,IMA2015-107,"['discredited mineral, invalid name, abandoned species, rejected species or withdrawn application (D) (Q13406849)', 'approved mineral and/or valid name (A) (Q13406835)', 'published without approval (N) (Q16219310)']",,1416.0,,,,2.5,,,Zincobotryogen,"['zinc (Q758)', 'botryogen (Q417192)']",7.DC.25,7.DC.25,,,,,,,space group P2₁/n (Q13365573),,,,,VI/D.10,sulfate class of minerals (Q764802),''P2<sub>1</sub>/n'' (no. 14),Monoclinic,,,Xitieshan mine (Q24261879),,
1541,zincochromite,,,,,Zincochromite found in Russia,Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m),,,Zincochromite,cubic crystal system (Q473227),,7.2.3.6,,,,"Opaque, translucent in thin slivers",,,,,,,/m/0b9nkk,,,,,Zoned euhedral crystals with hexagonal outline,IMA1986-015,approved mineral and/or valid name (A) (Q13406835),,,Semimetallic,2780175459,,5.8,,,Zincochromite,"['chromite (Q107172)', 'zinc (Q758)']",4.BB.05,4.BB.05,Isotropic,Weakly paramagnetic,,,,,space group Fd-3m (Q15041895),,Brown,brown (Q47071),4.BB.05,IV/B.03,spinel mineral group (Q1290820),''Fd'' {{overline|3}} m,[[Cubic crystal system|Cubic]],,,Velikaya Guba uran-vanadium deposit (Q24067108),a = 8.32&nbsp;Å; Z&nbsp;=&nbsp;8,
1542,zincolivenite,Measured: 30°,,,0.052,"Zincolivenite from [[Agios Konstantinos, East Attica|Agios Konstantinos]], Lavrion District Mines, Lavreotiki District, East Attica Prefecture, Greece",Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),"Perfect on {010}, imperfect on {101}",,Zincolivenite,orthorhombic crystal system (Q648961),41.06.06.06,,,,,Translucent,"r > v, very strong",,,,,Conchoidal,/m/0vzrx1r,,,4.33,,"Prismatic crystals, radiating",IMA2006-047,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,"['32191', '9237']",3.5,,,Zincolivenite,"['olivenite (Q415831)', 'zinc (Q758)']",8.BB.30,8.BB.30,Biaxial (-),,"Weak X = light bluish green, Y = Z = light blue",n<sub>α</sub> = 1.736(2) n<sub>β</sub> = 1.784(2) n<sub>γ</sub> = 1.788(2),,,space group 58 (Q13400733),,White,white (Q23444),8.BB.30,,"['arsenate mineral (Q4796437)', 'olivenite group (Q3777603)']",''Pnnm'',[[Orthorhombic]],Brittle,,"Agios Konstantinos, East Attica (Q1135211)",a = 8.5839(15)&nbsp;Å <br/>b = 8.5290(13)&nbsp;Å <br/>c = 5.9696(9)&nbsp;Å; Z&nbsp;=&nbsp;4,
1543,zinkenite,,,,,"Zinkenite, Fargo mine, Stevens County, Washington",Pyramidal (6) <br/>[[H-M symbol]]: (6),,,Zinkenite,hexagonal crystal system (Q663314),,3.8.1.1,,Brockhaus and Efron Encyclopedic Dictionary (Q602358),,,,,,,,,/m/031y2z,,,,,,,grandfathered mineral (G) (Q13406846),,323.0,,2778076416,,,,,Zinkenite,Johann Karl Ludwig Zincken (Q1695333),2.JB.35a,2.JB.35,,,,,,,space group P6₃ (Q15040842),,,,2.JB.35a,II/E.26,sulfosalt subclass of minerals (Q416949),''P6''<sub>3</sub>,Hexagonal,,,Graf Jost-Christian mine (Q26885346),,
1544,zippeite,,,,,"Zippeite from Delta Mine in [[Utah]], 6.4 cm long",Sphenoidal (2) <br/><small>(same [[H-M symbol]])</small>,,,Zippeite,monoclinic crystal system (Q624543),31.10.04.01,31.10.4.1,,Handbuch der Bestimmenden Mineralogie (Q36923334),,Transparent to translucent,,,,,,,/m/047l27,,,3.66,,Encrustations&nbsp;– forms crust-like aggregates on matrix,IMA1971-029a,approved mineral and/or valid name (A) (Q13406835),,,,2775929531,,2,"{'amount': '+2', 'unit': '1'}","2,306.88 g/mol",'''Zippeite''',Franz Xaver Zippe (Q320001),7.EC.05,7.EC.05,,[[Image:Radioactive.svg|25px]] [[Radioactive]],,,,,space group C₂ (Q104021088),,Yellow white,,7.EC.05,VI/D.20,zippeite mineral group (Q3777872),''B2'',[[Monoclinic]],,,Elias mine (Q21704511),,
1545,zircon,,300011165,00082059n,δ = 0.047–0.055,A lustrous crystal of zircon perched on a tan matrix of calcite from the [[Gilgit District]] of Pakistan,Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m),{110} and {111},,Zircon,tetragonal crystal system (Q503601),,51.5.2.1,,"['Armenian Soviet Encyclopedia (Q2657718)', 'Mineralsystem des Herrn Inspektor Werners mit dessen Erlaubnis herausgegeben von C A S Hoffmann (Q30226881)']","Zirconium silicate, a mineral belonging to the group of nesosilicates",Transparent to opaque,,,topic/zircon,zircon,,Conchoidal to uneven,/m/0dck_,,,4.6–4.7,,"tabular to prismatic crystals, irregular grains, massive",,grandfathered mineral (G) (Q13406846),Zircon,502.0,Vitreous to adamantine; greasy when [[metamict]].,2778849375,,7.5,"{'amount': '+7.5', 'unit': '1'}",,Zircon,gold (Q208045),9.AD.30,9.AD.30,Uniaxial (+),"[[Fluorescence|Fluorescent]] and [[Image:Radioactive.svg|25px]] [[Radioactive]],<br/>May form [[pleochroic halo]]s,<br/>Relief: high",Weak,"n<sub>ω</sub> = 1.925–1.961 <br/>n<sub>ε</sub> = 1.980–2.015, 1.75 when metamict",,Insoluble,space group I4₁/amd (Q15027440),zirkon,White,white (Q23444),9.AD.30,VIII/A.09,"['zircon mineral group (Q3777884)', 'silicates (Q7130787)']",''I''4<sub>1</sub>/amd (No. 141),[[Tetragonal]],Brittle,On {101}. Crystals shocked by meteorite impact show polysynthetic twins on {112},Arendal (Q57919),"a = 6.607(1), c = 5.982(1)&nbsp;[Å]; Z&nbsp;=&nbsp;4","Entity[""Mineral"", ""Zircon""]"
1546,zirconolite,,,,,Black crystal aggregates of the rare zirconium mineral zirconolite.,2M polytype: prismatic (2/m) <br/>3O polytype: dipyramidal (mmm (2/m 2/m 2/m)) <br/>3T polytype: trapezohedral (3 2),,,Zirconolite,orthorhombic crystal system (Q648961),,8.2.5.5,,"['Undersökning  af  några  Mineralier.  2. Polymignit (Q101002749)', 'The new mineral zirconolite - a complex oxide of the AB3O7 type (Q107587857)']",,"Translucent, opaque",,,science/zirconolite,,,,/m/0bb7dj,,,,,,IMA1989 s.p.,redefined mineral (Rd) (Q13406872),,,"Resinous, sub-Metallic",2778353377,,,,,Zirconolite,zirconium (Q1038),4.DH.30,4.DH.30,,,,,,,,zirkonolitt,"Dark brown, brownish yellow",,4.DH.30,IV/C.15,zirconolite group (Q61948729),,2M polytype: [[monoclinic]] <br/>3O polytype: [[orthorhombic]] <br/>3T polytype: [[trigonal]],,,Afrikanda (Q1987760),,"Entity[""Mineral"", ""Zirconolite""]"
1547,zircophyllite,"Measured: 62°, calculated: 56°",,,δ = 0.039,,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,Perfect on {001},,,triclinic crystal system (Q376927),69.1.1.5,69.1.1.5,,,,Translucent to opaque,,,,,,[[Brittle]],/m/0bb7qz,,,3.34,,"Platy, micaceous",IMA1971-047,"['approved mineral and/or valid name (A) (Q13406835)', 'redefined mineral (Rd) (Q13406872)', 'redefined mineral (Rd) (Q13406872)']",,,"Adamantine, vitreous",,,4 - 4.5,,,Zircophyllite,"['zirconium (Q1038)', 'leaf (Q33971)', 'compound (Q245423)']",9.DC.05,9.DC.05,Biaxial (-),,X = Y = dark yellow; Z = brown,nα = 1.708 nβ = 1.738 nγ = 1.747,,,space group P-1 (Q104519742),,Light brown,brown (Q47071),9.DC.05,VIII/G.12,astrophyllite mineral group (Q3777558),''P'' {{overline|1}},[[Triclinic]],Brittle,,Sangilen Upland (Q24500436),,
1548,zirkelite,,,,,,Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m),none,,,cubic crystal system (Q473227),,8.2.5.1,4.7,"Lewisite and zirkelite, two new Brazilian minerals (Q55002035)",,Subtranslucent to opaque,,,,,,brittle,/m/03kfj2,,,,,"[[Crystalline]], [[metamict]], pseudocubic",IMA1982 s.p.,redefined mineral (Rd) (Q13406872),,,Resinous,2777707104,,,,,Zirkelite,Ferdinand Zirkel (Q62379),4.DL.05,4.DL.05,,[[Image:Radioactive.svg|25px]] [[Radioactive]],,,,,,,brownish grey,taupe (Q2307593),4.DL.05,IV/C.15,oxide class of minerals (Q945532),,[[Cubic crystal system|Isometric]],,,Jacupiranga mine (Q23828064),"a = 5.02&nbsp;Å, Z&nbsp;=&nbsp;4",
