Unnamed: 0	name	category	formula	strunz	system	symmetry	unit cell	color	cleavage	fracture	mohs	luster	opticalprop	streak	gravity	diaphaneity	refractive	class	birefringence	habit
1407	Vesuvianite	Sorosilicate	Ca<sub>10</sub>(Mg, Fe)<sub>2</sub>Al<sub>4</sub>(SiO<sub>4</sub>)<sub>5</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(OH,F)<sub>4</sub>	9.BG.35	Tetragonal	''P''4/nnc	''a'' = 15.52&nbsp;Å, ''c'' = 11.82&nbsp;Å <br/>Z&nbsp;=&nbsp;2	Yellow, green, brown; colorless to white, brown-black, light green, emerald green, violet, blue-green to blue, pink, purple, red, black, commonly zoned	Poor on {110} and {100} very poor on {001}	Sub conchoidal to irregular	6–7	Vitreous to resinous	Uniaxial (−)	White	3.32–3.43	Subtransparent to translucent	''n<sub>ω</sub>'' = 1.703–1.752<br>''n<sub>ε</sub>'' = 1.700–1.746	Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m)	0.004–0.006	Short pyramidal to long prismatic crystals common, massive to columnar
1408	Villiaumite	Halide mineral	NaF	3.AA.20	Cubic crystal system,Cubic	''F''d {{overline|3}} m	a = 4.63&nbsp;Å; Z&nbsp;=&nbsp;4	Carmine-red, lavender-pink to light orange	{001}, perfect		2 - 2.5	Vitreous	Isotropic; weak anomalous anisotropism, then uniaxial (–)	White	2.79	Transparent	n = 1.327–1.328	Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		Cubic crystals rare, commonly granular, massive
1409	Violarite	Sulfide mineral  Thiospinel group  Spinel structural group	(Fe<sup>2+</sup>Ni<sub>2</sub><sup>3+</sup>S<sub>4</sub>)	2.DA.05	Isometric crystal system,Isometric	''F''d {{Overline|3}} m	a = 9.46&nbsp;Å; Z&nbsp;=&nbsp;8											Hexoctahedral (m {{Overline|3}} m) <br/>[[H-M symbol]]: (4/m {{Overline|3}} 2/m)		
1410	Vishnevite	Tectosilicate	(Na,Ca,K)<sub>6</sub>(Si,Al)<sub>12</sub>O<sub>24</sub>[(SO<sub>4</sub>),(CO<sub>3</sub>),Cl<sub>2</sub>]<sub>2-4</sub>·nH<sub>2</sub>O	9.FB.05	Hexagonal crystal system,Hexagonal	''P''6<sub>3</sub>	a = 12.7228(3) <br/>c = 5.198(3)&nbsp;[Å]; Z&nbsp;=&nbsp;1	Colorless, light blue, orange-yellow, white	Perfect		5 - 6	Vitreous, pearly	Uniaxial (-)	White			n<sub>ω</sub> = 1.490 - 1.507 n<sub>ε</sub> = 1.488 - 1.495	Pyramidal (6) <br/>[[H-M symbol]]: (6)	δ = 0.002 - 0.012	
1411	Vivianite	Phosphate mineral  Vivianite group	{{Chem|Fe|2+|Fe|2+|2|(PO|4|)|2|·8H|2|O}}	8.CE.40 (10 ed)<br /><small>7/C.13-40 (8 ed)</small>	Monoclinic	''B2/m''	a = 10.086&nbsp;[[Ångström|Å]], b = 13.441&nbsp;Å <br/>c = 4.703&nbsp;Å; β = 104.27°; Z&nbsp;=&nbsp;2	Colorless, very pale green, becoming dark blue, dark greenish blue, indigo-blue, then black with oxidation	Perfect on {010}	Fibrous	1.5-2	Vitreous, pearly on the cleavage, dull when earthy	Biaxial (+)	White, altering to dark blue, brown	2.68	Transparent to translucent	n<sub>α</sub> = 1.579–1.616, n<sub>β</sub> = 1.602–1.656, n<sub>γ</sub> = 1.629–1.675	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.050–0.059	Flattened, elongated prismatic crystals, may be rounded or corroded; as stellate groups, incrustations, concretionary, earthy or powdery
1412	Vladimirite	Arsenate minerals	Ca<sub>5</sub>(HAsO<sub>4</sub>)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·5H<sub>2</sub>O	8.CJ.25	Monoclinic	''P''2<sub>1</sub>/c	a = 5.81&nbsp;[[Ångström|Å]], b = 10.19&nbsp;Å <br/>c = 22.7&nbsp;Å; β = 97.32°; Z&nbsp;=&nbsp;3	Pale rose, colorless, white	Good one plane		3.5	Sub-vitreous, silky, pearly	Biaxial (-)	White	3.17	Transparent	n<sub>α</sub> = 1.650 - 1.651 n<sub>β</sub> = 1.654 - 1.656 n<sub>γ</sub> = 1.656 - 1.661	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.006 - 0.010	As acicular/bladed crystals occurring in cross-fiber veinlets; spherulitic
1413	Vlasovite	Silicate mineral	Na<sub>2</sub>ZrSi<sub>4</sub>O<sub>11</sub>	9.DM.25 (10 ed) <br/>8/F.34-20 (8 ed)	Monoclinic	''B2/b''		Usually colorless or brownish	Distinct on {010}	Irregular to conchoidal	6	Greasy; vitreous to pearly on cleavage	Biaxial (-)	White	2.97	Transparent to translucent	N<sub>x</sub> = 1.607, N<sub>y</sub> = 1.623, N<sub>z</sub> = 1.628	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Crystals rare; usually grains and aggregates
1414	Volborthite	Polyvanadate minerals	Cu<sub>3</sub>V<sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>&middot;2H<sub>2</sub>O	8.FD.05	Monoclinic	''C2/m''	a = 10.610(2)&nbsp;[[Ångström|Å]], b = 5.866(1)&nbsp;Å <br/>c = 7.208(1)&nbsp;Å; β = 95.04(2)°; Z&nbsp;=&nbsp;2	Olive-green, yellow-green; green to yellow-green in transmitted light	Perfect		{{frac|3|1|2}}	Vitreous, waxy, greasy, pearly	Biaxial (+/-)	light green	3.5 - 3.8	Translucent	n<sub>α</sub> = 1.793 n<sub>β</sub> = 1.801 n<sub>γ</sub> = 1.816	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.023	Aggregates of scaly crystals, rosettes
1415	Vulcanite	Telluride mineral	CuTe	2.CB.75	Orthorhombic	''Pmnm''		Pale to yellow bronze	[hk0] Good, [h0l] Indistinct	Sectile - Curved shavings or scrapings produced by a knife blade	1 - 2	Metallic			7.1	Opaque		Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		Massive, granular, tabular
1416	Wadsleyite	Sorosilicate	Mg<sub>2</sub>SiO<sub>4</sub>	9.BE.02	Orthorhombic Horiuchi and Sawamoto, 1981	''Imma''	a = 5.7&nbsp;[[Ångström|Å]], b = 11.71&nbsp;Å <br/>c = 8.24&nbsp;Å; Z&nbsp;=&nbsp;8	Dark green					Biaxial		3.84 calculated	Transparent	n = 1.76	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		Microcrystalline aggregates
1418	Wairakite	Zeolite minerals	Ca<sub>8</sub>(Al<sub>16</sub>Si<sub>32</sub>O<sub>96</sub>)•16H<sub>2</sub>O	9.GB.05	Monoclinic	''I2/a''	a = 13.69&nbsp;[[Ångström|Å]], b = 13.64&nbsp;Å <br/>c = 13.56&nbsp;Å; β = 90.51°; Z&nbsp;=&nbsp;8	colorless to white				vitreous, dull		white		transparent, translucent		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
1419	Wakabayashilite	Arsenic sulfide, Sulfosalt mineral	[(As,Sb)<sub>6</sub>S<sub>9</sub>][As<sub>4</sub>S<sub>5</sub>]	2.FA.40	Orthorhombic	''P''na2<sub>1</sub>	a = 25.262&nbsp;[[Ångström|Å]], b = 14.563&nbsp;Å <br />c = 6.492&nbsp;Å and V = 2388.4 Å<sup>3</sup>; Z&nbsp;=&nbsp;4	Golden yellow, lemon yellow, orange yellow	{100} Perfect, {010} Perfect and {101} Perfect		1.5	Silky		Orange, yellow	3.98	Translucent		Pyramidal (mm2) <br />[[H-M symbol]]: (mm2)		Fibrous
1420	Wakefieldite	Rare-earth mineral	((La,Ce,Nd,Y)VO<sub>4</sub>)	8.AD.35	Tetragonal	''I''4<sub>1</sub>/amd		Canary-yellow, pale tan (Wakefieldite-(Y)); Dark red to coal-black, pale yellow to bluish gray (Wakefieldite-(Ce)); Light pink, brown (Wakefieldite-(La)	Good on {100}		4–5		Uniaxial (+)		4.25 (calculated Wakefieldite-(Y)); 4.74 (meas. Wakefieldite-(Ce)	Translucent to opaque	''n''<sub>ω</sub> = 2.000, ''n''<sub>ε</sub> = 2.140	Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m)		Prismatic crystals, pulverulent masses
1421	Walfordite	Tellurite minerals	Fe<sup>3+</sup>,Te<sup>6+</sup>Te<sup>4+</sup><sub>3</sub>O<sub>8</sub>	4.JK.05	Cubic crystal system,Isometric	I2, Ia3	a = 11.011&nbsp;Å ; Z&nbsp;=&nbsp;8	Orange	None			Adamantine	[[Isotropy|Isotropic]]	Orange-yellow	5.841 (calculated)	Opaque	n = 2.23			Microscopic cubic crystals
1422	Wardite	Phosphate minerals	NaAl<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>·2(H<sub>2</sub>O)	8.DL.10	Tetragonal	''P''4<sub>1</sub>2<sub>1</sub>2	a = 7.03(1), c = 19.04(1)&nbsp;Å; <br/>Z&nbsp;=&nbsp;4	White, colorless, pale green, blue-green, yellow-green, pale yellow, yellow pink.	Perfect on {001}		5	Vitreous	Uniaxial (+)		2.81 - 2.87	Transparent to opaque	n<sub>ω</sub> = 1.586 - 1.594 n<sub>ε</sub> = 1.595 - 1.604	Trapezohedral (422) <br/>[[H-M symbol]]: (4 2 2)	δ = 0.009	Dipyramidal pseudo-octahedral crystals, striated; radial, fibrous, encrustations
1423	Warikahnite	Arsenate minerals	[[zinc|Zn]]<sub>3</sub>([[arsenic|As]][[oxygen|O]]<sub>4</sub>)<sub>2</sub>•2[[water|H<sub>2</sub>O]]	8.CA.35	Triclinic crystal system,Triclinic	''P'' {{overline|1}}	a = 6.71&nbsp;[[Ångström|Å]], b = 8.98&nbsp;Å <br/>c = 14.53&nbsp;Å; α = 105.59° <br/>β = 93.44°, γ = 108.68°; Z&nbsp;=&nbsp;4	Pale yellow to colorless; honey-yellow; orange	[001] perfect, [010] good, [100] good	Brittle	2	Vitreous, waxy	Biaxial (+)	White	4.28	Transparent	n<sub>α</sub> = 1.747 n<sub>β</sub> = 1.753 n<sub>γ</sub> = 1.768	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.021	[[Acicular (crystal habit)|Acicular]]; radial
1424	Warwickite	Borate mineral	(Mg,Fe<sup>2+</sup>)<sub>3</sub>Ti[O BO<sub>3</sub>]<sub>2</sub>	6.AB.20	Orthorhombic	''Pnam''		dark brown, grey to black¨	perfect on {100}	irregular/uneven	3-4	sub-Vitreous, pearly, sub-metallic, dull		bluish black	3.34 - 3.36			Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		
1425	Wassonite	Sulfide mineral	TiS		Trigonal	''R'' {{Overline|3}} m												Hexagonal scalenohedral ( {{Overline|3}} m) <br />[[H-M symbol]]: ( {{Overline|3}} 2/m)		
1427	Wattersite	Chromate mineral	Hg<sup>+1</sup><sub>4</sub>Hg<sup>+2</sup>Cr<sup>+6</sup>O<sub>6</sub>	7.FB.15	Monoclinic	''C2/c'' (number 15)	859.81 Å³	Dark red-brown to black	None	Conchoidal	4.5	Sub-Metallic	Biaxial	Brick red	8.91	Opaque	n<sub>α</sub> = 2.440 - 2.520 n<sub>γ</sub> = 2.700 - 2.860	2/m	δ = 0.260 - 0.340	Prismatic, aggregates, massive
1428	Wavellite	Phosphate minerals	Al<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,F)<sub>3</sub>·5H<sub>2</sub>O	8.DC.50	Orthorhombic	''Pcmn''	a = 9.621&nbsp;[[Ångström|Å]] <br/>b = 17.363&nbsp;Å, <br/>c = 6.994&nbsp;Å; Z&nbsp;=&nbsp;4	Green to yellowish-green and yellow, brown, white and colorless	[110] perfect, [101] good, [010] distinct	Uneven to subconchoidal	3.5 - 4	Vitreous to resinous, pearly	Biaxial (+)	White	2.36	Translucent	n<sub>α</sub> = 1.518 - 1.535 n<sub>β</sub> = 1.524 - 1.543 n<sub>γ</sub> = 1.544 - 1.561	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.026	Spherical, radial aggregates; striated prisms; crusty to stalactitic
1429	Weddellite	Oxalate minerals	CaC<sub>2</sub>O<sub>4</sub>·2H<sub>2</sub>O	10.AB.40	Tetragonal	''I''4/m	a = 12.371, c = 7.357&nbsp;[Å]; Z&nbsp;=&nbsp;8	Colorless to white, may be yellowish brown to brown from impurities	Good on {010}	Conchoidal	4	Vitreous	Uniaxial (+)	White	1.94	Transparent	n<sub>ω</sub> = 1.523 n<sub>ε</sub> = 1.544	Dipyramidal (4/m) <br/>[[H-M symbol]]: (4/m)	δ = 0.021	Isolated crystals, may be corroded
1430	Weeksite	Silicate mineral	K<sub>2</sub>(UO<sub>2</sub>)<sub>2</sub>Si<sub>6</sub>O<sub>15</sub>·4(H<sub>2</sub>O)	9.AK.30	Orthorhombic	''Pnnb'' (no. 52)	a = 14.26&nbsp;[[Ångström|Å]], b = 35.88&nbsp;Å <br/>c = 14.2&nbsp;Å; Z&nbsp;=&nbsp;16	Yellow	Distinct prismatic		1 - 2	Waxy to silky	Biaxial (-)	Yellow	4.1	Transparent to translucent	n<sub>α</sub> = 1.596 n<sub>β</sub> = 1.603 n<sub>γ</sub> = 1.606	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.010	Occurs as acicular to elongated bladed  crystals, flattened on {010}, also as radiating fibrous clusters and spherulites, pseudotetragonal
1431	Weilite	Arsenate mineral	CaHAsO<sub>4</sub>	8.AD.10	Triclinic	''P'' {{overline|1}}	a = 7.059&nbsp;[[Ångström|Å]], b = 6.891&nbsp;Å <br/>c = 7.201&nbsp;Å; α = 97.43° <br/>β = 103.55°, γ = 87.75°; Z&nbsp;=&nbsp;4	White		Irregular/uneven		Waxy, greasy, dull	Biaxial (-)	White	3.48	Translucent	n<sub>α</sub> = 1.644 n<sub>γ</sub> = 1.688	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.044	Powdery, massive
1432	Weissite	Telluride mineral	{{chem|Cu|2−x|Te}}	2.BA.30	Hexagonal crystal system,Hexagonal	''P''6/mmm	a = 12.54, c = 21.71&nbsp;[Å]; Z&nbsp;=&nbsp;15	Bluish black to black with tarnish	None	Uneven	3	Metallic		Black	6	Opaque		Dihexagonal dipyramidal (6mmm) <br/>[[H-M symbol]]: (6/m 2/m 2/m)	Distinct	Lens shaped masses
1433	Weloganite	Carbonate mineral	[[sodium|Na]]<sub>2</sub>([[strontium|Sr]],[[calcium|Ca]])<sub>3</sub>[[zirconium|Zr]]([[carbon|C]][[oxygen|O]]<sub>3</sub>)<sub>6</sub>&middot;3[[water|H<sub>2</sub>O]]	5.CC.05	Triclinic	''P''1	a = 8.966&nbsp;[[Ångström|Å]], b = 8.98&nbsp;Å <br/>c = 6.73&nbsp;Å; α = 102.72° <br/>β = 116.65°, γ = 60.06°; Z&nbsp;=&nbsp;1	Yellow, pale yellow, amber, tan, white	Perfect on pseudo {0001}	Conchoidal	{{frac|3|1|2}}	Vitreous	Biaxial (-)	White	3.20 - 3.22	[[Transparency (optics)|translucent]]	n<sub>α</sub> = 1.558 n<sub>β</sub> = 1.646 n<sub>γ</sub> = 1.640	Pedial (1) <br/><small>(same [[H-M symbol]])</small>	δ = 0.082	Roughly hexagonal, tapering crystals, pseudorhombohedral
1434	Whewellite	Oxalate minerals	CaC<sub>2</sub>O<sub>4</sub>·H<sub>2</sub>O	10.AB.45	Monoclinic	''P2<sub>1</sub>/c'' (no. 14)		Colorless, yellowish, brownish	{ {{overline|1}} 01} good, {010} imperfect, {001} indistinct, {110} indistinct	Conchoidal	2.5-3	Vitreous to pearly	Biaxial (+), Colorless (transmitted light)		2.23	Transparent		Prismatic (2/m) <br /><small>(same [[H-M symbol]])</small>		Equant or stout prismatic crystals
1435	Whiteite	Phosphate Minerals	"Whiteite-(CaFeMg):<br/>
CaFe<sup>2+</sup>Mg<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O<br/>
Whiteite-(MnFeMg):<br/>
Mn<sup>2+</sup>Fe<sup>2+</sup>Mg<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O<br/>
Whiteite-(CaMnMg):<br/>
CaMn<sup>2+</sup>Mg<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O"	8.DH.15 (10 ed, whole series) <br/><small>7/D.29 (8 ed)</small>	Monoclinic	''P2/a'' (no. 13)		"Whiteite-(CaFeMg): Brown, pink-brown or yellow<br/>
Whiteite-(MnFeMg): Brown<br/>
Whiteite-(CaMnMg): Yellow, light lavender or pink"	On {001}.  Poor for Whiteite-(CaMnMg), but good for the other members of the series (HOM)		3 to 4	Vitreous	Biaxial (+)	White to brownish white	"Whiteite-(CaFeMg) 2.58<br/>
Whiteite-(MnFeMg)2.67<br/>
Whiteite-(CaMnMg)2.63"	Translucent to transparent	N<sub>x</sub> = 1.580, N<sub>y</sub> = 1.584 to 1.585, N<sub>z</sub> = 1.590 to 1.591	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Tabular crystals or aggregates thereof
1436	Whitlockite	Phosphate minerals	Ca<sub>9</sub>(Mg,Fe++)(PO<sub>4</sub>)<sub>6</sub>(PO<sub>3</sub>OH)	8.AC.45	Trigonal	''R3c''	a = 10.33, c = 37.103(5)&nbsp;[Å]; Z&nbsp;=&nbsp;3	Colorless, gray-white, light pink, light yellow	None	Brittle	5	Vitreous to resinous	uniaxial (-)	White		Transparent	nω = 1.629 nε = 1.626	Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m)	δ = 0.003	"rhombohedral crystals, often tabular, massive, microcrystalline crusts and as ""cave pearls"""
1437	Willemite	Silicate mineral	Zn<sub>2</sub>SiO<sub>4</sub>	9.AA.05 (10 ed) <br/><small>8/A.01-20 (8 ed)</small>	Trigonal crystal system,Trigonal	"''R''<u style=""text-decoration:overline"">3</u>"		Colorless to white, gray, black, flesh-red, burgundy-red, pink, brown, dark brown, mahogany-brown, honey-yellow, yellow, apple-green, blue, pastel green, light blue, azure-blue	"{0001}, {11<u style=""text-decoration:overline"">2</u>0} - imperfect"	Irregular to conchoidal	5.5	Vitreous to resinous	Uniaxial (+)		3.9 {{snd}} 4.2	Transparent to opaque	nω = 1.691 {{snd}} 1.694 nε = 1.719 {{snd}} 1.725	[[Rhombohedral lattice system|Rhombohedral]] ( {{overline|3}} ) <br/>[[H-M symbol]]: ( {{overline|3}} )	δ = 0.028	Fibrous, [[botryoidal]] to massive
1438	Wiluite	Sorosilicates	Ca<sub>19</sub>(Al,Mg,Fe,Ti)<sub>13</sub>(B,Al,[&nbsp;])<sub>5</sub>Si<sub>18</sub>O<sub>68</sub>(O,OH)<sub>10</sub>	9.BG.35	Tetragonal	''P4/nnc''	a = 15.716, c = 11.704&nbsp;[Å]; Z&nbsp;=&nbsp;2	Dark green	{100} poor	Irregular	6	Vitreous	Uniaxial (+)		3.36		n<sub>ω</sub> = 1.721 n<sub>ε</sub> = 1.725	Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m)	δ = 0.004	Typically as euhedral crystals
1439	Witherite	Carbonate mineral	BaCO<sub>3</sub>	5.AB.15	Orthorhombic	''Pmcn''	a = 5.31&nbsp;[[Ångström|Å]], b = 8.9&nbsp;Å <br/>c = 6.43&nbsp;Å; Z&nbsp;=&nbsp;4	Colorless, white, pale gray, with possible tints of pale-yellow, pale-brown, or pale-green	Distinct on {010} poor on {110}, {012}	Subconchoidal	3.0 - 3.5	Vitreous, resinous on fractures	Biaxial (-)	White	4.3	Subtransparent to translucent	n<sub>α</sub> = 1.529 n<sub>β</sub> = 1.676 n<sub>γ</sub> = 1.677	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.148	"Striated short prismatic crystals, also botryoidal to spherical,
columnar fibrous, granular, massive."
1440	Wodginite	Oxide minerals,Oxide - Tantalate mineral	Mn<sup>2+</sup>(Sn,Ta)Ta<sub>2</sub>O<sub>8</sub>	4.DB.40	Monoclinic	''C2/c'' (no. 15)		Reddish brown, dark brown to black	none	Irregular	5.5	Sub-metallic		Brown	7.19–7.36	Opaque, translucent in thin fragments		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Flattened dipyramidal to prismatic crystals in radiating groups; granular, massive.
1441	Wolframite	Oxide minerals	(Fe,Mn)WO<sub>4</sub>		Monoclinic	''P2/c''	a = 4.77&nbsp;[[angstrom|Å]], b = 5.73&nbsp;Å <br/>c = 4.98&nbsp;Å; β = 90.2°; Z&nbsp;=&nbsp;2	Grayish to brownish black	Perfect 010	Uneven to rough	4-4.5	Submetallic to resinous		Reddish brown	7 - 7.5	Opaque		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Tabular to short prismatic crystals
1442	Wollastonite	Inosilicate mineral	Calcium metasilicate, CaSiO<sub>3</sub>	9.DG.05	Triclinic  Monoclinic Polymorphism materials science,polytype exists	''P'' {{overline|1}} (1A polytype)	a = 7.925&nbsp;[[Ångström|Å]], b = 7.32&nbsp;Å, <br/>c = 7.065&nbsp;Å; α = 90.055°, <br/>β = 95.217°, γ = 103.42°; Z&nbsp;=&nbsp;6	White, colorless or gray	Perfect in two directions at near 90°	Splintery to uneven	4.5 to 5.0	Vitreous or dull to pearly on cleavage surfaces	Biaxial (-)	White	2.86–3.09	Transparent to translucent	n<sub>α</sub> = 1.616–1.640 <br/>n<sub>β</sub> = 1.628–1.650 <br/>n<sub>γ</sub> = 1.631–1.653	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.015 max	Rare as tabular crystals—commonly massive in lamellar, radiating, compact and fibrous aggregates.
1443	Woodhouseite	Phosphate minerals	CaAl<sub>3</sub>(SO<sub>4</sub>)(PO<sub>4</sub>)(OH)<sub>6</sub>	8.BL.05	Trigonal	''R {{overline|3}} m'' (no. 166)		White, flesh-pink or colorless	Excellent on {0001}		4.5	Vitreous, pearly on {0001}	Uniaxial (+), 2V = 0° to 20°	White	"(measured): 3.012 	(calculated): 3.00"	Transparent to translucent	(AM22) nω = 1.636<br>nε = 1.647	Hexagonal scalenohedral ( {{overline|3}} 2/m)	δ = 0.011	Crystals small, pseudocubic rhombohedral {1012}; tabular at times {0001}, with curved and striated faces.
1444	Wulfenite	Molybdate mineral	PbMoO<sub>4</sub>	7.GA.05	Tetragonal	''I''4<sub>1</sub>/a	a = 5.433, c = 12.110&nbsp;[Å]; Z&nbsp;=&nbsp;4	Orange-yellow, yellow, honey-yellow, reddish-orange, rarely colorless, grey, brown, olive-green and even black	On {011}, distinct; on {001}, {013}, indistinct	Irregular to sub-conchoidal	3	Adamantine, resinous	Uniaxial (-), may be anomalously biaxial	White	6.5-7.0	Transparent to opaque	n<sub>ω</sub> = 2.405 n<sub>ε</sub> = 2.283	Dipyramidal (4/m) <br/>[[H-M symbol]]: (4/m)	δ = 0.122	Thin tabular to pyramidal
1445	Wurtzite	Sulfide mineral	(Zn,Fe)S	2.CB.45	Hexagonal crystal system,Hexagonal	''P''6<sub>3</sub>mc		Brownish black, Orange brown, Reddish brown, Black.	[11 {{overline|2}} 0] and [0001]	Uneven - irregular	3.5-4	Resinous, brilliant submetallic on crystal faces	Uniaxial (+)	light brown	4.09 measured, 4.10 calculated	Translucent	n<sub>ω</sub> = 2.356 n<sub>ε</sub> = 2.378	Dihexagonal pyramidal (6mm) <br/>[[H-M symbol]]: (6mm)	δ = 0.022	Radial clusters and colloform crusts and masses. Also as tabular crystals
1446	Wüstite	Oxide mineral	[[Iron|Fe]][[Oxygen|O]]	4.AB.25	Cubic crystal system,Cubic	''Fm3m'' (no. 225)		Greyish white to yellow or brown; colorless in thin section	{001} perfect	Subconchoidal to rough	5–5.5				5.88		1.735–2.32 in synthetic crystals	Hexoctahedral (m {{Overline|3}} m) <br/>[[H–M symbol]]: (4/m {{Overline|3}} 2/m)		Pyramidic, prismatic
1447	Wyartite	Carbonate minerals	{{Chem|CaU|5+|(UO|2|)|2|(CO|3|)O|4|(OH)}} ·7H<sub>2</sub>O	5.EA.15	Orthorhombic	''P''2<sub>1</sub>2<sub>1</sub>2<sub>1</sub>		black, violet-black (fresh); yellowish brown, greenish brown (exposed)				vitreous, sub-metallic, dull				transparent, translucent, opaque		Disphenoidal (222) <br/>[[Space group]]: (222)		
1448	Xanthiosite	Arsenate mineral	[[Nickel|Ni]]<sub>3</sub>([[Arsenic|As]][[Oxygen|O]]<sub>4</sub>)<sub>2</sub>	8.AB.25	Monoclinic	''P''2<sub>1</sub>/a		Golden yellow			4				5.37 - 5.47	Translucent		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
1449	Xanthoconite	Sulfosalt mineral	[[Silver|Ag]]<sub>3</sub>[[Arsenic|As]][[Sulfur|S]]<sub>3</sub>	2.GA.10	Monoclinic	''C2/c''		Red-orange; Lemon yellow			2.5 - 3.0	[[Adamantine lustre|Adamantine]]			5.54, range 5.5 - 5.6	Subtranslucent - opaque		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
1450	Xanthoxenite	Phosphate minerals	Ca<sub>4</sub>Fe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O	8.DH.40	Triclinic	''P'' {{overline|1}}	a = 6.7&nbsp;[[Ångström|Å]], b = 8.85&nbsp;Å <br/>c = 6.54&nbsp;Å; α = 92.1° <br/>β = 110.1°, γ = 93.2°; Z&nbsp;=&nbsp;1	Pale to brownish yellow	Perfect {010}		2.5	Earthy (dull)	Biaxial (-)	White	2.97 measured, 3.38 calculated	Translucent	n<sub>α</sub> = 1.704 n<sub>β</sub> = 1.715 n<sub>γ</sub> = 1.724	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>		Occurs as platy crystals and as lamellar aggregates and crusts
1451	Xenophyllite	Phosphate minerals	Na<sub>4</sub>Fe<sub>7</sub>(PO<sub>4</sub>)<sub>6</sub>	8.AC.50	Triclinic  Unknown space group										4.72					
1452	Xenotime	Phosphate minerals	YPO<sub>4</sub>	8.AD.35	Tetragonal	''I''4<sub>1</sub>/a		Brown, brownish yellow, gray	Perfect [100]	Uneven to splintery	4.5	Vitreous to resinous		Pale brown, yellowish or reddish, to white	4.4–5.1	Translucent to opaque	1.720–1.815	Dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m)	δ = 0.096	Prismatic, radial aggregates, granular
1453	Xiangjiangite	Phosphate minerals	([[Iron|Fe]]<sup>3+</sup>, [[Aluminium|Al]])([[Uranium|U]][[Oxygen|O]]<sub>2</sub>)<sub>4</sub>([[Phosphorus|P]][[Oxygen|O]]<sub>4</sub>)<sub>2</sub>([[Sulfur|S]][[Oxygen|O]]<sub>4</sub>)<sub>2</sub>([[Oxygen|O]][[Hydrogen|H]])·22([[Hydrogen|H]]<sub>2</sub>[[Oxygen|O]])	8.EB.05	Tetragonal  Unknown space group			Yellow			1 - 2	[[Lustre_(mineralogy)#Silky_lustre|Silky]]		Light yellow	3.47	Semitransparent				Microscopic crystals; platy
