,name,image,caption,category,formula,strunz,system,dana,class,symmetry,unit cell,habit,cleavage,mohs,luster,opticalprop,refractive,birefringence,streak,density,diaphaneity,impurities,colour,post_town,var6text,postcode_district,polish,population,unitary_scotland,diagnostic,melt,death_place,birth_place,field,var1,var4,official_name,dispersion,coordinates,static_image_caption,country,fluorescence,color,boxtextcolor,known_for,solubility,lieutenancy_scotland,alteration,var3text,constituency_scottish_parliament,birth_date,count,other,residence,var5,twinning,image_size,imagesize,alt,fusibility,fracture,tenacity,var6,os_grid_reference,var1text,var5text,molweight,gravity,death_date,absorption,var4text,postcode_area,prop1,pleochroism,prop1text,var3,constituency_westminster,lustre,2V,boxwidth,boxes,boxbgcolor,var2text,references,var2
288,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
291,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,'''Gonnardite''',gonnardite.jpg,"Gonnardite from the Bundoora Quarry, [[Victoria, Australia]].  Specimen size 4.9 cm",[[Tectosilicate]],"(Na,Ca)<sub>2</sub>(Si,Al)<sub>5</sub>O<sub>10</sub>·3H<sub>2</sub>O",9.GA.05 (10 ed) <br/><small>8/J.21-40 (8 ed)</small>,[[Tetragonal]],77.1.5.7,Scalenohedral ( {{overline|4}} 2m) <br/>[[H-M symbol]]: ( {{overline|4}} 2m),''I'' {{overline|4}} 2d,a = 13.38 <br/>c = 6.66&nbsp;[Å]; Z&nbsp;=&nbsp;2,Radiating fibrous; massive,,4 to 5,Vitreous to silky or dull,Biaxial (+),"n<sub>α</sub> = 1.514, n<sub>β</sub> = 1.515, n<sub>γ</sub> = 1.520",δ = 0.006,White,,Translucent,,,,,,,,,,,,,,,,,,,,,,"Colorless, white, yellow or pink to salmon orange",,,,,,,,,,,,,,,260px,,,,,,,,,,2.21 to 2.36,,,,,,,,,,,"Measured, 52°",,,,,,
294,Mesolite,"Mesolite from Bombay, Hunterian Museum, Glasgow.jpg",Mesolite from Bombay collected in the 18th century by Dr John Hunter,[[Tectosilicate]] <br />[[Zeolite]],Na<sub>2</sub>Ca<sub>2</sub>(Al<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>)<sub>3</sub>·8H<sub>2</sub>O,9.GA.05,[[Orthorhombic]],,Pyramidal (mm2) <br/><small>(same [[H-M symbol]])</small>,''Fdd2'',"a = 18.4049(8)&nbsp;Å, <br/>b = 56.655(6)&nbsp;Å, <br/>c&nbsp;=&nbsp;6.5443(4)&nbsp;Å; Z&nbsp;=&nbsp;8","As elongated prismatic crystals, commonly in hairlike tufts and aggregates of fibers; radiating compact masses; stalactitic; porcelaneous",Perfect on {110} and {1 {{overline|1}} 0},5,"Vitreous, silky when fibrous",Biaxial (+),nα = 1.505 nβ = 1.505 nγ = 1.505,δ = 0.001,White,,"Transparent to translucent, opaque",,,,,,,,,,,,,,,,,,,,,,"Colorless, white, gray, yellowish brown",,,,,,,,,,May exhibit a small [[pyroelectric]] effect; [[piezoelectric]],,,Characteristically twinned on {010} or {100},,,,,Uneven,"Brittle, masses tough",,,,,,2.26,,,,,,,,,,,Measured: 80°,,,,,,
295,Natrolite,Natroliteinde1.jpg,,[[Tectosilicate]],Na<sub>2</sub>Al<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>·2H<sub>2</sub>O,9.GA.05 (10 ed) <br/><small>8/J.21-10 (8 ed)</small>,[[Orthorhombic]],77.01.05.01,Pyramidal (mm2) <br/>[[H-M symbol]]: (mm2),''F''dd2,"a = 18.27, b = 18.587 <br/>c = 6.56&nbsp;[Å], Z&nbsp;=&nbsp;8",Acicular,Perfect on {110},5-6,"Vitreous, Silky, Pearly",,,,White,,Transparent to translucent,,,,,,,,,,,,,,,,,,,,,,"White, colorless, sometimes pink",,,,,,,,,,,,,"On {110}, {011}, {031}",,260px,,,"Irregular, uneven",Brittle,,,,,380.22 g/mol,2.25,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Scolecite,"Scolecite, Apophyllite, Stilbite-450733.jpg",,[[Silicate mineral]],CaAl<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>·3H<sub>2</sub>O,9.GA.05 (10 ed) <br/><small>8/J.21-60 (8 ed)</small>,[[Monoclinic]],77.1.5.5,Domatic (m) <br/><small>(same [[H-M symbol]])</small>,''Cc'',,"Thin prismatic needles, radiating groups and fibrous masses",Perfect on {{mset|110}} and {{mset|1|overline|1|0}} {{overline|1}} 0,5 to {{frac|5|1|2}},"Vitreous, silky when fibrous",Biaxial (-),N<sub>x</sub> = 1.507 to 1.513<br/>N<sub>y</sub> = 1.516 to 1.520<br/>N<sub>z</sub> = 1.517 to 1.521,,White,,Transparent to translucent,,,,,,,,,,,,,,,,,,,,,,"Colorless white, pink, salmon, red or green",,,Soluble in common acids.,,,,,,,"[[Pyroelectricity|Pyroelectric]] and [[Piezoelectricity|piezoelectric]], sometimes fluorescent yellow to brown in LW and SW UV. Not radioactive.",,,"Common on {{mset|100}} , twin axis [001], rare on {{mset|001}} and {{mset|110}}",,260px,,,Irregular/uneven,Brittle,,,,,392.34 g/mol,2.16 to 2.40,,,,,,X: colourless Y: colourless Z: colourless,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Thomsonite,Thomsonite-61017.jpg,,tectosilicate,NaCa<sub>2</sub>Al<sub>5</sub>Si<sub>5</sub>O<sub>20</sub>·6H<sub>2</sub>O,9.GA.10,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),,,,perfect on {010}; good on {100},5- {{frac|5|1|2}},"vitreous, pearly",,,,white,,transparent to translucent,,,,,,,,,,,,,,,,,,,,,,"colorless, white, beige, and pink",,,,,,,,,,,,,,,260px,,,,,,,,,,2.23 - 2.29,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Edingtonite,Edingtonite-120476.jpg,"Edingtonite from Ice River Alkaline Complex, Golden Mining Division, British Columbia, Canada",[[Tectosilicate]],BaAl<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>·4H<sub>2</sub>O,9.GA.15,[[Orthorhombic crystal system|Orthorhombic]],,,,,Prismatic pseudotetragonal crystals; massive.,Perfect on [110],4 - 4.5,,Biaxial (-),n<sub>α</sub> = 1.538 n<sub>β</sub> = 1.549 n<sub>γ</sub> = 1.554,δ = 0.016,,,,,,,,,,,,,,,,,,,,r < v; strong,,,,,"White, gray, pink",,,,,,,,,,Pyroelectric and piezoelectric,,,On [110] and [001],,260px,,,,,,,,,,2.73 - 2.78,,,,,,,,,,,54 - 62°,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Leucite,Leucite in rock w- nepheline Potassium aluminum silicate Albano Hills Italy 1927.jpg,Leucite crystals in a rock from [[Italy]],[[Silicate minerals|tectosilicates]],KAlSi<sub>2</sub>O<sub>6</sub>,9.GB.05,[[Tetragonal]],,Dipyramidal (4/m) <br/><small>(same [[H-M symbol]])</small>,''I4''<sub>1</sub>/a,"a = 13.056, c = 13.751&nbsp;[Å]; Z&nbsp;=&nbsp;16","Commonly as euhedral, pseudocubic crystals; rarely granular, massive",Poor on {110},5.5 - 6,Vitreous,Uniaxial (+),n<sub>ω</sub> = 1.508 n<sub>ε</sub> = 1.509,δ = 0.001,,,Transparent to translucent,,,,,,,,,,,,,,,,,,,,,,White to grey,,,,,,,,,,,,,Common and repeated on {110} and {101},,,,,Conchoidal,Brittle,,,,,,2.45-2.50,,,,,,,,,,,,,,,,,
304,Analcime,"Analcime - Kahwan Mountain, Semnan, Iran.jpg",Reddish crystals of analcime up to 1.8 cm in size on matrix,[[Zeolite]],NaAlSi<sub>2</sub>O<sub>6</sub>·H<sub>2</sub>O,9.GB.05,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),''Ibca'',,"Typically in crystals, usually trapezohedrons, also massive to granular.",Very poor [100],5 - 5.5,Vitreous,Isotropic; anomalously biaxial (-),n = 1.479 - 1.493,,White,,,,,,,,,,,,,,,,,,,,,,,,"White, colorless, gray, pink, greenish, yellowish",,,,,,,,,,Weakly piezoelectric; weakly electrostatic when rubbed or heated.,,,"Polysynthetic on [001], [110]",,280px,,3.5,Uneven to subconchoidal,,,,,,,2.24 - 2.29,,,,,,,,,,,,,,#ae602d,,,
305,Hsianghualite,Hsianghualite.jpg,Hsianghualite from the type locality.  Specimen size 1.5 cm,Zeolite,Li<sub>2</sub>Ca<sub>3</sub>(BeSiO<sub>4</sub>)<sub>3</sub>F<sub>2</sub>,9.GB.05 (10 ed) <br /><small>8/J.16-10 (8 ed)</small>,[[Isometric crystal system|Isometric]],77.1.1.5,Tetartoidal (23) <br/>[[H-M symbol]]: (23),"''I''2<sub>1</sub>3, originally reported as 4 3 2",,trisoctahedral or [[dodecahedral]] crystals or granular masses,None,6.5,Vitreous,,n = 1.6132,,White,,Transparent to translucent,,,,,,,,,,,,,,,,,,,,,,White or colorless,,,,,,,,,,,,,,,260px,,,,Brittle,,,,,475.4 g/mol,"2.97 to 3.00, measured",,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Pollucite,Pollucite-193819.jpg,"Euhedral, tabular crystal of colorless, translucent and lustrous pollucite with frosted crystal faces from [[Afghanistan]] (size: 2.7 x 2.4 x 1.2 cm)",[[Zeolite]] mineral,{{chem2|Cs(Si2Al)O6*''n''H2O}},9.GB.05,[[Cubic crystal system|Isometric]],77.1.1.2,Hexoctahedral (m {{overline|3}} m) <br>[[H-M symbol]]: (4/m {{overline|3}} 2/m),''Ia {{overline|3}} d'',a = 13.67&nbsp;Å; Z&nbsp;=&nbsp;16,"Usually massive, rare crystals are normally trapezohedral or cubic",None observed,6.5 to 7,Vitreous to greasy,Isotropic or very weakly anisotropic,1.508-1.528,,White,,Transparent to translucent,,,,,,,,,,,,,,,,,,,,,,"Usually colorless, also white, grey, pink, blue or violet",,,"Readily soluble in HF, dissolves with difficulty in hot HCL",,,,,,,Sometimes weakly fluorescent under SW and LW UV,,,,,260px,,,Conchoidal to uneven,Brittle,,,,,,2.7 to 3.0,,,,,,,,,,,,,,,,,
308,Wairakite,Wairakite.jpg,Wairakite from Azerbaijan,[[Zeolite]] minerals,Ca<sub>8</sub>(Al<sub>16</sub>Si<sub>32</sub>O<sub>96</sub>)•16H<sub>2</sub>O,9.GB.05,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''I2/a'',"a = 13.69&nbsp;[[Ångström|Å]], b = 13.64&nbsp;Å <br/>c = 13.56&nbsp;Å; β = 90.51°; Z&nbsp;=&nbsp;8",,,,"vitreous, dull",,,,white,,"transparent, translucent",,,,,,,,,,,,,,,,,,,,,,colorless to white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Laumontite,Laumontita.jpg,,[[Tectosilicate]]s <br/>Zeolites,,9.GB.10,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,,"Perfect, two directions",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White, colorless, yellowish, brownish",,,,,,,,,,,,,,,260px,,,Uneven,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Partheite,,,[[Tectosilicate]],Ca<sub>2</sub>Al<sub>4</sub>Si<sub>4</sub>O<sub>15</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,9.GB.35,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/c'',,"Fibrous, radial",{100} and {110},4,vitreous,Biaxial (+),nα = 1.547 - 1.550 nβ = 1.549 - 1.552 nγ = 1.559 - 1.565,δ = 0.012 - 0.015,white,,,,,,,,,,,,,,,,,,,,,,,,"White, colorless",,,,,,,,,,,,,,,,,,,,,,,,,2.39 - 2.45,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Partheite,,,[[Tectosilicate]],Ca<sub>2</sub>Al<sub>4</sub>Si<sub>4</sub>O<sub>15</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,9.GB.35,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/c'',,"Fibrous, radial",{100} and {110},4,vitreous,Biaxial (+),nα = 1.547 - 1.550 nβ = 1.549 - 1.552 nγ = 1.559 - 1.565,δ = 0.012 - 0.015,white,,,,,,,,,,,,,,,,,,,,,,,,"White, colorless",,,,,,,,,,,,,,,,,,,,,,,,,2.39 - 2.45,,,,,,,,,,,,,,,,,
315,Amicite,File:Amicite.jpg,,[[Zeolite]],K<sub>2</sub>Na<sub>2</sub>Al<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>·5(H<sub>2</sub>O),9.GC.05,[[Monoclinic]],,Sphenoidal (2) <br/><small>(same [[H-M symbol]])</small>,''I2'',"a = 10.26, b = 10.43 <br/>c = 9.90&nbsp;[Å]; β = 88.32°; Z&nbsp;=&nbsp;2",,none,,Vitreous,Biaxial,"na=1.485, nb=1.490, nc=1.495",0.01,White,,Transparent,,,,,,,,,,,,,,,,,,,,,,Colorless,,,,,,,,,,,,,none,,,,,Conchoidal,,,,,,690.51 g/mol,2.18,,,,,,,,,,,,,,,,,
316,Garronite-Ca,"Garronit, Galboly, Garron Escarpment, Antrim Co., Irlandia Pn..jpg","Garronita-Ca from  Galboly, Garron, Antrim Co.(Nort Ireland), United Kingdom",[[silicate minerals]]Zeolite group,Na<sub>2</sub>Ca<sub>5</sub>Al<sub>12</sub>Si<sub>20</sub>O<sub>64</sub>·27H<sub>2</sub>O,,[[Tetragonal]],,"<SPAN STYLE=""text-decoration:overline"">3</SPAN>2m",,,"Typically rhombohedral crystals saddle-shaped, twisted",],4-5,Vitreous,,,,White,,Translucent,,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,260px,,,,,,,,,,"2,2",,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Gismondine,Gismondina Calatrava.jpg,"Gismondine, Campo de Calatrava, Ciudad Real, Spain",Zeolite minerals,CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>·4(H<sub>2</sub>O),,[[Monoclinic]],77.1.3.1,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''P2''<sub>1</sub>/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Harmotome,Harmotome-227546.jpg,,[[zeolites]],"(Ba<sub>0.5</sub>,Ca<sub>0.5</sub>,Na,K)<sub>5</sub>Al<sub>5</sub>,Si<sub>11</sub>O<sub>32</sub>·12(H<sub>2</sub>O)",,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''P2''<sub>1</sub>/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280px,,,,,,,,,,2.44 to 2.5,,,,,,,,,,,,,,,,,
320,Phillipsite,Phillipsite-180014.jpg,,[[Zeolite]]s,"{{chem2|(Ca,Na2,K2)3Al6Si10O32*12H2O}}",9.GC.10,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''P''2<sub>1</sub>/m,,,,4 - 4.5,Vitreous,Biaxial (+/-),n<sub>α</sub> = 1.483 - 1.505 n<sub>β</sub> = 1.484 - 1.511 n<sub>γ</sub> = 1.486 - 1.514,δ = 0.003 - 0.009,White,,,,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,60 to 90° measured,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Paulingite,,,[[Zeolite]] Group,"{{chem|(K,Na,Ca)|3–4|(Si,Al)|21|O|42|•17-22H|2|O}}",9.GC.35,[[Cubic (crystal system)|Cubic]],,Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m),''I''m {{overline|3}} m,,typically as euhedral crystals,None,5,Vitreous to adamantine,,n=1.472-1.484,,,,Transparent,,,,,,,,,,,,,,,,,,,,,None,"Colorless, light yellow, orange, red",,,,,,,,,,,,,,,,,,Conchoidal,,,,,,,2.085 - 2.24,,,,,,,,,,,,,,,,,
326,Gmelinite-Na,Gmelinite-Na-Chabazite-Ca-153544.jpg,,[[Zeolites]],{{chem2|Na4(Si8Al4)O24*11H2O}},9.GD.05 (10 ed) <br/><small>8/J.26-50 (8 ed)</small>,Hexagonal,77.1.2.6,Dihexagonal dipyramidal (6mmm) <br/>[[H-M symbol]]: (6/m 2/m 2/m),''P''6<sub>3</sub>/mmc,"a = 13.78, c = 10.03&nbsp;[Å]; Z&nbsp;=&nbsp;4","Hexagonal plates, or short prisms, showing hexagonal dipyramids, pyramids and basal pinacoid.  {10 {{overline|1}} 0}, {10 {{overline|1}} 1} and {0001} dominant.  May also be tabular or rhombohedral. Crystals are striated parallel to (0001)",Good on {10 {{overline|1}} 0},{{frac|4|1|2}},Dull to vitreous,Uniaxial (-),"n<sub>ω</sub> = 1.476 - 1.494, n<sub>ε</sub> = 1.474 - 1.480",δ = 0.002 - 0.014,White,,"Transparent, translucent or opaque",,,,,,,,,,,,,,,,,,,,,,"Colorless, white, yellow, orange, pale green, pink, red, brown and grey",,,Soluble in cold 10% HCl.,,,,,,,"[[Piezoelectric]].  Barely detectable radioactivity.  As with all zeolites, water is released on heating, and almost all has been expelled by 400&nbsp;°C.",,,"Interpenetrant twins common on {10 {{overline|1}} 1}.  The twins consist of four individuals, three are at 90° to the other and at 60° to each other",,260px,,,Conchoidal,Brittle,,,,,"2,000.77 g",2.04 to 2.17,,,,,,,,,,,,,,,,,
327,Chabazite,Chabazite-Ca-Heulandite-Ca-225190.jpg,Salmon-pink chabazite on white heulandite,[[Tectosilicate]],"{{chem|(Ca,K|2|,Na|2|)|2|[Al|2|Si|4|O|12|]|2|•12H|2|O}}",9.GD.10,[[Trigonal]],,Hexagonal scalenohedral {{overline|3}} m <br/>[[H-M symbol]]: ( {{overline|3}} 2/m),''R'' {{overline|3}} m,,,distinct/good on {1011},4-5,vitreous,,,,white,,"transparent, translucent",,,,,,,,,,,,,,,,,,,,,,"Colorless, white, yellow, pink, red",,,,,,,,,,,,,,,260px,,,irregular/uneven,,,,,,,2.05 - 2.2,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Lévyne,LEVYNE Oregon 3138.jpg,,[[Zeolite]],,9.GD.15,[[Trigonal]],,Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m),''R'' {{overline|3}} m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Erionite,Erionite-348877.jpg,,[[Zeolite]] [[mineral]],"{{chem|(Na|2|,K|2|,Ca|)|2|Al|4|Si|14|O|36|•15H|2|O}}",,Hexagonal,,Dihexagonal dipyramidal (6mmm) <br/>[[H-M symbol]]: (6/m 2/m 2/m),''P6<sub>3</sub>/mmc'' (no. 194),,Acicular - Occurs as needle-like crystals.,[010] Distinct,3.5-4,Vitreous - silky,Uniaxial (-),"n<sub>ω</sub> = 1.4711, n<sub>ε</sub> = 1.474",δ = 0.0191,white,,,,,,,,,,,,,,,,,,,,,,,,"White, Green, Gray, Orange",,,,,,,,,,"non-magnetic, non-radioactive, toxic if inhaled",,,,,260px,,,Splintery,,,,,,,2.09 - 2.13 avg = 2.11,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Faujasite,Faujasite subgroup-466643.jpg,,[[Zeolite]],"{{chem2|(Na2,Ca,Mg)3.5[Al7Si17O48]*32(H2O)}}",9.GD.30,[[Cubic crystal system|Cubic]],,Hexoctahedral (m {{overline|3}} m) <br/>[[H–M Symbol]] (4/m {{overline|3}} 2/m),''F''d {{overline|3}} m,"a = 24.638–24.65&nbsp;[[angstrom|Å]], Z&nbsp;=&nbsp;32",Octahedral or rarely trisoctahedral crystals up to 4 mm in size,"{111}, perfect",4.5-5,Vitreous to adamantine,Isotropic,n = 1.466–1.480,,White,,Transparent,,,,,,,,,,,,,,,,,,,,,,"Colorless, white",,,,,,,,,,,,,"on {111}, contact and penetration twins",,290px,,,Uneven to conchoidal,Brittle,,,,,,1.92–1.93,,,,,,None,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Mordenite,Mordenite-178958.jpg,,[[Zeolite]] [[mineral]]s,"(Ca, Na<sub>2</sub>, K<sub>2</sub>)Al<sub>2</sub>Si<sub>10</sub>O<sub>24</sub>'''&middot;'''7H<sub>2</sub>O",9.GD.35,[[Orthorhombic]],,Pyramidal (mm2) <br/><small>(same [[H-M symbol]])</small>,''Cmc2''<sub>1</sub>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Ferrierite,Ferrierite-Mg-143217.jpg,"Ferrierite-Mg, [[Kamloops Lake]], British Columbia, Canada",[[Zeolite]],"{{chem2|(""A""position)_{3–5}Mg[Al_{5–7}Si_{27.5–31}O72]*18H2O}}",9.GD.50,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),''Immm'' <br/>''P''2<sub>1</sub>/n (Ferrierite-Na),,,,3 - {{frac|3|1|2}},,,,,white,,,,,,,,,,,,,,,,,,,,,,,,"white, colorless, pinkish, orange to red",,,,,,,,,,,,,,,300px,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Clinoptilolite,Clinoptilolite-Na-269082.jpg,Clinoptilolite-Na,[[Tectosilicates]] <br/>[[Zeolites]],"{{chem|(Na,K,Ca)|2–3|Al|3|(Al,Si)|2|Si|13|O|36|•12H|2|O}}",9.GE.05,[[Monoclinic]],,,''C2/m'' (no. 12),,,,{{frac|3|1|2}} - 4,Vitreous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,
